,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best.of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
7649,35,London,Wimbledon,25/06/2004,Grand Slam,Outdoor,Grass,2nd Round,5,Ancic M.,Benneteau J.,63,80,4,6,7,6,6,2,5,7,6,4,3,2,Completed
7656,35,London,Wimbledon,25/06/2004,Grand Slam,Outdoor,Grass,2nd Round,5,Gonzalez F.,Andreev I.,26,64,7,5,6,3,5,7,6,7,6,3,3,2,Completed
7660,35,London,Wimbledon,25/06/2004,Grand Slam,Outdoor,Grass,2nd Round,5,Enqvist T.,Chela J.I.,57,18,6,3,6,7,6,1,3,6,6,3,3,2,Completed
7664,35,London,Wimbledon,25/06/2004,Grand Slam,Outdoor,Grass,2nd Round,5,Schuettler R.,Rusedski G.,8,165,6,7,7,6,6,7,6,2,6,2,3,2,Completed
7676,36,London,Wimbledon,25/06/2005,Grand Slam,Outdoor,Grass,3rd Round,5,Nalbandian D.,Murray A.,19,312,6,7,1,6,6,0,6,4,6,1,3,2,Completed
7679,36,London,Wimbledon,25/06/2005,Grand Slam,Outdoor,Grass,3rd Round,5,Coria G.,Melzer J.,18,38,3,6,3,6,6,2,6,2,6,4,3,2,Completed
7681,36,London,Wimbledon,25/06/2007,Grand Slam,Outdoor,Grass,1st Round,5,Zib T.,Hartfield D.,133,88,4,6,7,6,3,6,6,3,6,4,3,2,Completed
7683,36,London,Wimbledon,25/06/2007,Grand Slam,Outdoor,Grass,1st Round,5,Tipsarevic J.,Peya A.,64,103,4,6,3,6,6,3,6,4,6,3,3,2,Completed
7692,37,London,Wimbledon,25/06/2008,Grand Slam,Outdoor,Grass,2nd Round,5,Seppi A.,Serra F.,30,74,6,3,6,7,6,2,6,7,6,4,3,2,Completed
7702,37,London,Wimbledon,25/06/2008,Grand Slam,Outdoor,Grass,2nd Round,5,Stadler S.,Bellucci T.,172,68,3,6,6,3,6,1,6,7,7,6,3,2,Completed
7703,37,London,Wimbledon,25/06/2008,Grand Slam,Outdoor,Grass,2nd Round,5,Gicquel M.,Bozoljac I.,53,197,4,6,5,7,7,6,7,6,6,3,3,2,Completed
7704,37,London,Wimbledon,25/06/2008,Grand Slam,Outdoor,Grass,2nd Round,5,Ancic M.,Petzschner P.,43,118,6,1,6,4,6,7,4,6,6,3,3,2,Completed
7713,36,London,Wimbledon,25/06/2009,Grand Slam,Outdoor,Grass,2nd Round,5,Petzschner P.,Zverev M.,55,45,4,6,7,6,3,6,7,6,6,0,3,2,Completed
7715,36,London,Wimbledon,25/06/2009,Grand Slam,Outdoor,Grass,2nd Round,5,Seppi A.,Gicquel M.,50,59,7,5,6,4,6,7,5,7,6,4,3,2,Completed
7721,36,London,Wimbledon,25/06/2009,Grand Slam,Outdoor,Grass,2nd Round,5,Levine J.,Cuevas P.,133,125,6,2,6,1,4,6,4,6,6,3,3,2,Completed
7723,36,London,Wimbledon,25/06/2009,Grand Slam,Outdoor,Grass,2nd Round,5,Stepanek R.,Starace P.,23,80,6,4,4,6,6,2,4,6,6,3,3,2,Completed
7724,36,London,Wimbledon,25/06/2009,Grand Slam,Outdoor,Grass,2nd Round,5,Troicki V.,Gimeno-Traver D.,31,98,6,7,6,0,1,6,6,3,7,5,3,2,Completed
7725,36,London,Wimbledon,25/06/2010,Grand Slam,Outdoor,Grass,2nd Round,5,Mathieu P.H.,Youzhny M.,66,14,6,4,2,6,2,6,6,3,6,4,3,2,Completed
7730,36,London,Wimbledon,25/06/2010,Grand Slam,Outdoor,Grass,3rd Round,5,Berdych T.,Istomin D.,13,70,6,7,7,6,6,7,6,3,6,4,3,2,Completed
7734,36,London,Wimbledon,25/06/2010,Grand Slam,Outdoor,Grass,3rd Round,5,Brands D.,Hanescu V.,98,38,6,7,6,7,7,6,6,3,3,0,2,2,Retired
7756,37,London,Wimbledon,25/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Klizan M.,Chela J.I.,62,83,7,5,3,6,7,6,1,6,11,9,3,2,Completed
7758,37,London,Wimbledon,25/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Cervantes I.,Cipolla F.,152,89,2,6,6,7,6,3,6,2,6,1,3,2,Completed
7762,37,London,Wimbledon,25/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Troicki V.,Granollers M.,34,23,7,5,7,6,3,6,2,6,8,6,3,2,Completed
7767,37,London,Wimbledon,25/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Falla A.,Isner J.,73,10,6,4,6,7,3,6,7,6,7,5,3,2,Completed
7775,37,London,Wimbledon,25/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Istomin D.,Seppi A.,39,26,6,7,6,4,3,6,6,3,8,6,3,2,Completed
7776,37,London,Wimbledon,25/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Rufin G.,Darcis S.,168,63,6,4,3,6,5,7,6,4,6,4,3,2,Completed
7781,37,London,Wimbledon,25/06/2013,Grand Slam,Outdoor,Grass,1st Round,5,Dodig I.,Kohlschreiber P.,49,18,4,6,6,7,7,6,6,3,2,1,2,2,Retired
7782,37,London,Wimbledon,25/06/2013,Grand Slam,Outdoor,Grass,1st Round,5,Kudla D.,Duckworth J.,105,174,6,4,6,2,3,6,4,6,6,1,3,2,Completed
7784,37,London,Wimbledon,25/06/2013,Grand Slam,Outdoor,Grass,1st Round,5,Levine J.,Pella G.,112,76,6,4,6,2,4,6,3,6,4,3,2,2,Retired
7788,37,London,Wimbledon,25/06/2013,Grand Slam,Outdoor,Grass,1st Round,5,Tomic B.,Querrey S.,59,19,7,6,7,6,3,6,2,6,6,3,3,2,Completed
7792,37,London,Wimbledon,25/06/2013,Grand Slam,Outdoor,Grass,1st Round,5,Wang J.,Odesnik W.,151,107,7,6,4,6,6,2,3,6,7,5,3,2,Completed
7793,37,London,Wimbledon,25/06/2013,Grand Slam,Outdoor,Grass,1st Round,5,Seppi A.,Istomin D.,28,47,7,6,7,6,5,7,3,6,6,3,3,2,Completed
7797,37,London,Wimbledon,25/06/2013,Grand Slam,Outdoor,Grass,1st Round,5,Giraldo S.,Zeballos H.,91,52,3,6,7,6,6,7,6,1,6,3,3,2,Completed
7805,37,London,Wimbledon,25/06/2013,Grand Slam,Outdoor,Grass,1st Round,5,Brands D.,Gimeno-Traver D.,57,56,7,6,6,7,6,7,6,1,6,4,3,2,Completed
7807,37,London,Wimbledon,25/06/2013,Grand Slam,Outdoor,Grass,1st Round,5,Reynolds B.,Johnson S.,156,98,1,6,7,6,6,3,6,7,6,4,3,2,Completed
7811,37,London,Wimbledon,25/06/2014,Grand Slam,Outdoor,Grass,2nd Round,5,Chardy J.,Matosevic M.,42,58,6,7,7,6,7,6,4,6,7,5,3,2,Completed
7819,37,London,Wimbledon,25/06/2014,Grand Slam,Outdoor,Grass,2nd Round,5,Kuznetsov An.,Ferrer D.,118,7,6,7,6,0,3,6,6,3,6,2,3,2,Completed
7834,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,di Pasquale A.,Hipfl M.,49,97,4,6,6,4,6,4,6,7,6,1,3,2,Completed
7842,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Godwin N.,Vicente F.,203,31,6,7,6,1,3,6,6,2,8,6,3,2,Completed
7858,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Levy H.,Stoltenberg J.,142,82,6,3,2,6,6,7,6,4,6,4,3,2,Completed
7866,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Parmar A.,Sa A.,137,83,6,7,6,3,4,6,6,2,6,3,3,2,Completed
7875,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Rochus C.,Tillstrom M.,89,62,4,6,7,6,6,2,4,6,6,1,3,2,Completed
7876,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Rochus O.,Fromberg R.,179,66,4,6,6,3,3,6,7,6,6,4,3,2,Completed
7883,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Spadea V.,Rusedski G.,61,22,6,3,6,7,6,3,6,7,9,7,3,2,Completed
7886,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Vinck C.,Massu N.,160,69,7,5,4,6,7,6,3,6,6,3,3,2,Completed
7887,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Voltchkov V.,Chela J.I.,237,54,6,7,6,3,3,6,6,3,6,0,3,2,Completed
7889,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,2nd Round,5,Agassi A.,Martin T.,1,20,6,4,2,6,7,6,2,6,10,8,3,2,Completed
7890,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,2nd Round,5,Arazi H.,Lareau S.,38,133,6,3,3,6,6,7,6,4,9,7,3,2,Completed
7900,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,2nd Round,5,Goldstein P.,Tarango J.,76,60,3,6,6,2,5,7,6,2,12,10,3,2,Completed
7909,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,2nd Round,5,Popp A.,Chang M.,114,24,7,6,4,6,6,7,6,3,8,6,3,2,Completed
7914,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,2nd Round,5,Rochus O.,Norman M.,179,2,6,4,2,6,6,4,6,7,6,1,3,2,Completed
7920,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,2nd Round,5,Voltchkov V.,Pioline C.,237,6,6,3,6,3,2,6,3,6,6,4,3,2,Completed
7924,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,3rd Round,5,Enqvist T.,Vinck C.,8,160,6,3,6,7,2,6,6,3,6,3,3,2,Completed
7928,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,3rd Round,5,Johansson T.,Gustafsson M.,57,72,6,7,7,6,6,4,5,7,6,3,3,2,Completed
7929,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,3rd Round,5,Philippoussis M.,Schalken S.,18,53,4,6,6,3,6,7,7,6,20,18,3,2,Completed
7934,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,3rd Round,5,Rosset M.,Haas T.,33,23,6,4,3,6,6,3,3,6,9,7,3,2,Completed
7940,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,4th Round,5,Philippoussis M.,Henman T.,18,14,6,1,5,7,6,7,6,3,6,4,3,2,Completed
7941,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,4th Round,5,Popp A.,Rosset M.,114,33,6,1,6,4,3,6,4,6,6,1,3,2,Completed
7949,37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,Semifinals,5,Rafter P.,Agassi A.,21,1,7,5,4,6,7,5,4,6,6,3,3,2,Completed
7955,36,London,Wimbledon,26/06/2003,Grand Slam,Outdoor,Grass,2nd Round,5,Rochus O.,Dupuis A.,65,74,2,6,6,3,4,6,7,6,6,4,3,2,Completed
7959,36,London,Wimbledon,26/06/2003,Grand Slam,Outdoor,Grass,2nd Round,5,Moodie W.,Niemeyer F.,150,308,7,6,4,6,2,6,6,1,7,5,3,2,Completed
7964,36,London,Wimbledon,26/06/2003,Grand Slam,Outdoor,Grass,2nd Round,5,Popp A.,Sluiter R.,198,67,7,6,4,6,6,3,6,7,6,2,3,2,Completed
7974,36,London,Wimbledon,26/06/2007,Grand Slam,Outdoor,Grass,1st Round,5,Lapentti N.,Kim K.,63,117,2,6,6,2,4,6,6,3,6,4,3,2,Completed
7981,36,London,Wimbledon,26/06/2007,Grand Slam,Outdoor,Grass,1st Round,5,Arthurs W.,De Bakker T.,195,391,6,7,6,7,7,6,6,4,6,4,3,2,Completed
7982,36,London,Wimbledon,26/06/2007,Grand Slam,Outdoor,Grass,1st Round,5,Robredo T.,Kendrick R.,7,87,6,2,3,6,6,3,6,7,6,3,3,2,Completed
7984,36,London,Wimbledon,26/06/2007,Grand Slam,Outdoor,Grass,1st Round,5,Chela J.I.,Becker B.,20,44,3,6,4,6,6,4,6,4,10,8,3,2,Completed
7986,36,London,Wimbledon,26/06/2007,Grand Slam,Outdoor,Grass,1st Round,5,Ferrero J.C.,Hajek J.,18,139,6,7,4,6,6,3,6,2,7,5,3,2,Completed
7991,36,London,Wimbledon,26/06/2007,Grand Slam,Outdoor,Grass,1st Round,5,Henman T.,Moya C.,74,22,6,3,1,6,5,7,6,2,13,11,3,2,Completed
7995,36,London,Wimbledon,26/06/2007,Grand Slam,Outdoor,Grass,1st Round,5,Wang Y.T.,Kunitsyn I.,168,91,6,3,6,4,6,7,6,7,6,2,3,2,Completed
8008,36,London,Wimbledon,26/06/2007,Grand Slam,Outdoor,Grass,1st Round,5,Santoro F.,Karlovic I.,70,45,4,6,7,6,7,6,3,6,6,4,3,2,Completed
8014,36,London,Wimbledon,26/06/2007,Grand Slam,Outdoor,Grass,1st Round,5,Simon G.,Cilic M.,55,101,3,6,7,5,6,4,4,6,6,3,3,2,Completed
8020,37,London,Wimbledon,26/06/2008,Grand Slam,Outdoor,Grass,2nd Round,5,Youzhny M.,Galvani S.,17,201,4,6,6,4,6,3,3,6,6,3,3,2,Completed
8021,37,London,Wimbledon,26/06/2008,Grand Slam,Outdoor,Grass,2nd Round,5,Melzer J.,Levine J.,72,137,4,6,6,2,3,6,6,4,6,1,3,2,Completed
8025,37,London,Wimbledon,26/06/2008,Grand Slam,Outdoor,Grass,2nd Round,5,Schuettler R.,Blake J.,94,8,6,3,6,7,4,6,6,4,6,4,3,2,Completed
8027,37,London,Wimbledon,26/06/2008,Grand Slam,Outdoor,Grass,2nd Round,5,Stepanek R.,Troicki V.,15,89,6,7,6,7,6,3,6,1,6,2,3,2,Completed
8029,37,London,Wimbledon,26/06/2008,Grand Slam,Outdoor,Grass,2nd Round,5,Cilic M.,Nieminen J.,55,28,6,4,3,6,6,3,6,7,7,5,3,2,Completed
8032,37,London,Wimbledon,26/06/2008,Grand Slam,Outdoor,Grass,2nd Round,5,Garcia-Lopez G.,Almagro N.,104,12,6,3,3,6,5,7,6,1,6,2,3,2,Completed
8042,36,London,Wimbledon,26/06/2010,Grand Slam,Outdoor,Grass,3rd Round,5,Ferrer D.,Chardy J.,11,55,7,5,6,3,4,6,3,6,7,5,3,2,Completed
8045,36,London,Wimbledon,26/06/2010,Grand Slam,Outdoor,Grass,3rd Round,5,Nadal R.,Petzschner P.,1,41,6,4,4,6,6,7,6,2,6,3,3,2,Completed
8048,36,London,Wimbledon,26/06/2010,Grand Slam,Outdoor,Grass,3rd Round,5,Querrey S.,Malisse X.,21,63,6,7,6,4,6,2,5,7,9,7,3,2,Completed
8056,37,London,Wimbledon,26/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Jaziri M.,Zopp J.,78,95,4,6,4,6,6,3,6,4,9,7,3,2,Completed
8058,37,London,Wimbledon,26/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Garcia-Lopez G.,Roger-Vasselin E.,92,67,6,7,6,3,7,6,5,7,10,8,3,2,Completed
8060,37,London,Wimbledon,26/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Mahut N.,Lorenzi P.,71,86,6,3,5,7,6,7,7,5,6,2,3,2,Completed
8061,37,London,Wimbledon,26/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Serra F.,Kuznetsov An.,137,151,3,6,7,6,6,4,4,6,6,4,3,2,Completed
8063,37,London,Wimbledon,26/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Almagro N.,Rochus O.,11,66,6,7,3,6,7,6,6,2,6,4,3,2,Completed
8066,37,London,Wimbledon,26/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Ward J.,Andujar P.,173,36,4,6,6,0,3,6,6,3,6,3,3,2,Completed
8069,37,London,Wimbledon,26/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Kohlschreiber P.,Haas T.,30,50,3,6,7,6,6,7,7,6,6,2,3,2,Completed
8083,37,London,Wimbledon,26/06/2013,Grand Slam,Outdoor,Grass,2nd Round,5,Youzhny M.,Pospisil V.,26,103,6,2,6,7,7,6,3,6,6,4,3,2,Completed
8093,37,London,Wimbledon,26/06/2014,Grand Slam,Outdoor,Grass,2nd Round,5,Bolelli S.,Kohlschreiber P.,132,28,4,6,6,4,6,3,2,6,7,5,3,2,Completed
8095,37,London,Wimbledon,26/06/2014,Grand Slam,Outdoor,Grass,2nd Round,5,Vesely J.,Monfils G.,68,21,7,6,6,3,6,7,6,7,6,4,3,2,Completed
8097,37,London,Wimbledon,26/06/2014,Grand Slam,Outdoor,Grass,2nd Round,5,Kyrgios N.,Gasquet R.,144,14,3,6,6,7,6,4,7,5,10,8,3,2,Completed
8104,37,London,Wimbledon,26/06/2014,Grand Slam,Outdoor,Grass,2nd Round,5,Tsonga J.W.,Querrey S.,17,67,4,6,7,6,6,7,6,3,14,12,3,2,Completed
8107,36,London,Wimbledon,27/06/2003,Grand Slam,Outdoor,Grass,3rd Round,5,Schuettler R.,Martin T.,8,102,4,6,7,5,6,7,6,1,7,5,3,2,Completed
8120,35,London,Wimbledon,27/06/2004,Grand Slam,Outdoor,Grass,3rd Round,5,Schalken S.,Enqvist T.,23,57,5,7,6,2,3,6,7,6,6,2,3,2,Completed
8132,36,London,Wimbledon,27/06/2005,Grand Slam,Outdoor,Grass,4th Round,5,Grosjean S.,Tursunov D.,27,152,6,4,6,7,6,3,3,6,6,1,3,2,Completed
8149,36,London,Wimbledon,27/06/2006,Grand Slam,Outdoor,Grass,1st Round,5,Henman T.,Soderling R.,64,37,6,7,6,3,6,2,1,6,6,3,3,2,Completed
8151,36,London,Wimbledon,27/06/2006,Grand Slam,Outdoor,Grass,1st Round,5,Calleri A.,Srichaphan P.,58,38,6,7,7,5,6,3,3,6,6,2,3,2,Completed
8154,36,London,Wimbledon,27/06/2006,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Karlovic I.,67,60,7,6,3,6,6,2,6,7,11,9,3,2,Completed
8164,36,London,Wimbledon,27/06/2006,Grand Slam,Outdoor,Grass,1st Round,5,Galvani S.,Waske A.,141,90,4,6,7,6,6,4,3,6,16,14,3,2,Completed
8170,36,London,Wimbledon,27/06/2006,Grand Slam,Outdoor,Grass,1st Round,5,Delgado J.,Berrer M.,447,116,6,4,6,2,3,6,3,6,6,3,3,2,Completed
8178,36,London,Wimbledon,27/06/2007,Grand Slam,Outdoor,Grass,2nd Round,5,Tipsarevic J.,Serra F.,64,90,6,3,6,2,6,7,3,6,6,2,3,2,Completed
8190,36,London,Wimbledon,27/06/2009,Grand Slam,Outdoor,Grass,3rd Round,5,Stepanek R.,Ferrer D.,23,21,7,5,7,5,3,6,4,6,6,4,3,2,Completed
8196,36,London,Wimbledon,27/06/2009,Grand Slam,Outdoor,Grass,3rd Round,5,Haas T.,Cilic M.,34,13,7,5,7,5,1,6,6,7,7,6,3,2,Completed
8198,36,London,Wimbledon,27/06/2009,Grand Slam,Outdoor,Grass,3rd Round,5,Ferrero J.C.,Gonzalez F.,70,10,4,6,7,5,6,4,4,6,6,4,3,2,Completed
8202,36,London,Wimbledon,27/06/2011,Grand Slam,Outdoor,Grass,4th Round,5,Lopez F.,Kubot L.,44,93,3,6,6,7,7,6,7,5,7,5,3,2,Completed
8208,37,London,Wimbledon,27/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Phau B.,Odesnik W.,88,135,6,3,3,6,6,7,6,3,6,4,3,2,Completed
8211,37,London,Wimbledon,27/06/2012,Grand Slam,Outdoor,Grass,1st Round,5,Melzer J.,Wawrinka S.,35,24,3,6,7,6,2,6,6,4,8,6,3,2,Completed
8216,37,London,Wimbledon,27/06/2012,Grand Slam,Outdoor,Grass,2nd Round,5,Mayer F.,Petzschner P.,29,101,3,6,3,6,6,4,6,2,6,4,3,2,Completed
8217,37,London,Wimbledon,27/06/2012,Grand Slam,Outdoor,Grass,2nd Round,5,Troicki V.,Klizan M.,34,62,6,4,4,6,5,7,7,6,6,4,3,2,Completed
8221,37,London,Wimbledon,27/06/2012,Grand Slam,Outdoor,Grass,2nd Round,5,Janowicz J.,Gulbis E.,136,87,2,6,6,4,3,6,7,6,9,7,3,2,Completed
8239,37,London,Wimbledon,27/06/2014,Grand Slam,Outdoor,Grass,2nd Round,5,Giraldo S.,Granollers M.,35,224,4,6,7,6,1,6,6,1,7,5,3,2,Completed
8240,37,London,Wimbledon,27/06/2014,Grand Slam,Outdoor,Grass,2nd Round,5,Janowicz J.,Hewitt L.,25,48,7,5,6,4,6,7,4,6,6,3,3,2,Completed
8241,37,London,Wimbledon,27/06/2014,Grand Slam,Outdoor,Grass,3rd Round,5,Anderson K.,Fognini F.,18,15,4,6,6,4,2,6,6,2,6,1,3,2,Completed
8246,37,London,Wimbledon,27/06/2014,Grand Slam,Outdoor,Grass,3rd Round,5,Dimitrov G.,Dolgopolov O.,13,19,6,7,6,4,2,6,6,4,6,1,3,2,Completed
8249,39,London,Wimbledon,27/06/2016,Grand Slam,Outdoor,Grass,1st Round,5,Almagro N.,Dutra Silva R.,47,386,6,3,7,6,5,7,3,6,6,3,3,2,Completed
8250,39,London,Wimbledon,27/06/2016,Grand Slam,Outdoor,Grass,1st Round,5,Dzumhur D.,Kudla D.,87,66,7,6,7,5,2,6,1,6,6,3,3,2,Completed
8257,39,London,Wimbledon,27/06/2016,Grand Slam,Outdoor,Grass,1st Round,5,Istomin D.,Anderson K.,116,25,4,6,6,7,6,4,7,6,6,3,3,2,Completed
8258,39,London,Wimbledon,27/06/2016,Grand Slam,Outdoor,Grass,1st Round,5,Querrey S.,Rosol L.,41,73,6,7,6,7,6,4,6,2,12,10,3,2,Completed
8267,39,London,Wimbledon,27/06/2016,Grand Slam,Outdoor,Grass,1st Round,5,Bellucci T.,Bemelmans R.,62,193,3,6,6,4,6,3,1,6,8,6,3,2,Completed
8273,39,London,Wimbledon,27/06/2016,Grand Slam,Outdoor,Grass,1st Round,5,Haase R.,Schwartzman D.,98,71,2,6,6,2,6,3,2,6,7,5,3,2,Completed
8277,39,London,Wimbledon,27/06/2016,Grand Slam,Outdoor,Grass,1st Round,5,Chardy J.,Monfils G.,34,16,6,7,6,0,4,6,6,1,6,2,3,2,Completed
8278,39,London,Wimbledon,27/06/2016,Grand Slam,Outdoor,Grass,1st Round,5,Kuznetsov An.,Cuevas P.,42,24,6,3,3,6,5,7,6,3,6,4,3,2,Completed
8285,36,London,Wimbledon,28/06/2003,Grand Slam,Outdoor,Grass,3rd Round,5,Nalbandian D.,Kucera K.,9,46,6,4,5,7,6,7,6,4,6,2,3,2,Completed
8299,36,London,Wimbledon,28/06/2006,Grand Slam,Outdoor,Grass,1st Round,5,Labadze I.,Peya A.,166,207,6,4,4,6,5,7,6,3,6,1,3,2,Completed
8304,36,London,Wimbledon,28/06/2006,Grand Slam,Outdoor,Grass,1st Round,5,Ljubicic I.,Lopez F.,4,49,6,3,6,4,5,7,3,6,11,9,3,2,Completed
8308,36,London,Wimbledon,28/06/2006,Grand Slam,Outdoor,Grass,1st Round,5,Baghdatis M.,Mackin A.,16,367,6,4,6,7,6,7,7,5,6,2,3,2,Completed
8328,36,London,Wimbledon,28/06/2006,Grand Slam,Outdoor,Grass,2nd Round,5,Verdasco F.,Becker B.,30,161,6,4,6,7,4,6,6,3,9,7,3,2,Completed
8333,36,London,Wimbledon,28/06/2007,Grand Slam,Outdoor,Grass,2nd Round,5,Youzhny M.,Simon G.,13,55,6,4,4,6,3,6,7,5,6,4,3,2,Completed
8334,36,London,Wimbledon,28/06/2007,Grand Slam,Outdoor,Grass,2nd Round,5,Nieminen J.,Mayer F.,21,37,3,6,6,3,7,6,2,6,6,3,3,2,Completed
8343,36,London,Wimbledon,28/06/2007,Grand Slam,Outdoor,Grass,2nd Round,5,Lopez F.,Henman T.,78,74,7,6,7,6,3,6,2,6,6,1,3,2,Completed
8355,36,London,Wimbledon,28/06/2007,Grand Slam,Outdoor,Grass,2nd Round,5,Davydenko N.,Guccione A.,4,96,3,6,5,7,7,6,6,4,6,2,3,2,Completed
8362,37,London,Wimbledon,28/06/2008,Grand Slam,Outdoor,Grass,3rd Round,5,Youzhny M.,Stepanek R.,17,15,7,5,6,7,6,4,6,7,6,3,3,2,Completed
8369,36,London,Wimbledon,28/06/2010,Grand Slam,Outdoor,Grass,4th Round,5,Lu Y.H.,Roddick A.,82,7,4,6,7,6,7,6,6,7,9,7,3,2,Completed
8370,36,London,Wimbledon,28/06/2010,Grand Slam,Outdoor,Grass,4th Round,5,Soderling R.,Ferrer D.,6,11,6,2,5,7,6,2,3,6,7,5,3,2,Completed
8379,37,London,Wimbledon,28/06/2012,Grand Slam,Outdoor,Grass,2nd Round,5,Lacko L.,Melzer J.,60,35,6,4,6,7,3,6,6,3,6,4,3,2,Completed
8381,37,London,Wimbledon,28/06/2012,Grand Slam,Outdoor,Grass,2nd Round,5,Falla A.,Mahut N.,73,71,6,4,6,3,4,6,4,6,7,5,3,2,Completed
8383,37,London,Wimbledon,28/06/2012,Grand Slam,Outdoor,Grass,2nd Round,5,Fish M.,Ward J.,12,173,6,3,5,7,6,4,6,7,6,3,3,2,Completed
8391,37,London,Wimbledon,28/06/2012,Grand Slam,Outdoor,Grass,2nd Round,5,Rosol L.,Nadal R.,100,2,6,7,6,4,6,4,2,6,6,4,3,2,Completed
8392,37,London,Wimbledon,28/06/2013,Grand Slam,Outdoor,Grass,2nd Round,5,Zemlja G.,Dimitrov G.,55,31,3,6,7,6,3,6,6,4,11,9,3,2,Completed
8405,37,London,Wimbledon,28/06/2014,Grand Slam,Outdoor,Grass,3rd Round,5,Robredo T.,Janowicz J.,22,25,6,2,6,4,6,7,4,6,6,3,3,2,Completed
8406,39,London,Wimbledon,28/06/2016,Grand Slam,Outdoor,Grass,1st Round,5,Brown D.,Lajovic D.,85,82,4,6,6,3,3,6,6,3,6,4,3,2,Completed
8414,39,London,Wimbledon,28/06/2016,Grand Slam,Outdoor,Grass,1st Round,5,Paire B.,Skugor F.,23,194,3,6,7,6,2,6,6,3,10,8,3,2,Completed
8416,39,London,Wimbledon,28/06/2016,Grand Slam,Outdoor,Grass,1st Round,5,Millman J.,Montanes A.,67,120,7,5,4,6,5,7,6,4,6,3,3,2,Completed
8418,39,London,Wimbledon,28/06/2016,Grand Slam,Outdoor,Grass,1st Round,5,Sousa J.,Tursunov D.,31,453,3,6,7,6,4,6,6,3,7,5,3,2,Completed
8426,39,London,Wimbledon,28/06/2016,Grand Slam,Outdoor,Grass,1st Round,5,Muller G.,Giraldo S.,39,129,4,6,6,7,7,6,6,3,15,13,3,2,Completed
8430,36,London,Wimbledon,29/06/2005,Grand Slam,Outdoor,Grass,Quarterfinals,5,Roddick A.,Grosjean S.,4,27,3,6,6,2,6,1,3,6,6,3,3,2,Completed
8433,36,London,Wimbledon,29/06/2006,Grand Slam,Outdoor,Grass,2nd Round,5,Nadal R.,Kendrick R.,2,237,6,7,3,6,7,6,7,5,6,4,3,2,Completed
8437,36,London,Wimbledon,29/06/2006,Grand Slam,Outdoor,Grass,2nd Round,5,Bjorkman J.,Dlouhy L.,59,84,6,3,6,4,4,6,1,6,6,4,3,2,Completed
8438,36,London,Wimbledon,29/06/2006,Grand Slam,Outdoor,Grass,2nd Round,5,Berdych T.,Santoro F.,14,45,6,4,6,7,2,6,7,6,6,4,3,2,Completed
8443,36,London,Wimbledon,29/06/2006,Grand Slam,Outdoor,Grass,2nd Round,5,Gonzalez F.,Safin M.,11,87,4,6,6,7,6,4,6,4,6,4,3,2,Completed
